C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,D,Rasmus Sandin (36809663),Rasmus Sandin,36809663,D/UTIL,3200,WSH@TBL 11/27/2024 07:30PM ET,WSH,8.09
,,,,,,,,,,D,J.J. Moser (36809667),J.J. Moser,36809667,D/UTIL,3200,WSH@TBL 11/27/2024 07:30PM ET,TBL,6.8
,,,,,,,,,,RW,Kiefer Sherwood (36809081),Kiefer Sherwood,36809081,W/UTIL,3200,VAN@PIT 11/27/2024 07:30PM ET,VAN,8.20
,,,,,,,,,,D,Marcus Pettersson (36809669),Marcus Pettersson,36809669,D/UTIL,3200,VAN@PIT 11/27/2024 07:30PM ET,PIT,6.97
,,,,,,,,,,D,David Savard (36809661),David Savard,36809661,D/UTIL,3200,MTL@CBJ 11/27/2024 07:30PM ET,MTL,7
,,,,,,,,,,LW,Taylor Hall (36809079),Taylor Hall,36809079,W/UTIL,3200,DAL@CHI 11/27/2024 08:30PM ET,CHI,6.40
,,,,,,,,,,C,Vladislav Namestnikov (36808679),Vladislav Namestnikov,36808679,C/UTIL,3200,WPG@LAK 11/27/2024 10:00PM ET,WPG,6.94
,,,,,,,,,,RW,Daniel Sprong (36809083),Daniel Sprong,36809083,W/UTIL,3200,ANA@SEA 11/27/2024 10:00PM ET,SEA,5.68
,,,,,,,,,,LW,Brandon Tanev (36809085),Brandon Tanev,36809085,W/UTIL,3200,ANA@SEA 11/27/2024 10:00PM ET,SEA,7.99
,,,,,,,,,,C,Alexander Wennberg (36808681),Alexander Wennberg,36808681,C/UTIL,3200,OTT@SJS 11/27/2024 10:30PM ET,SJS,6.86
,,,,,,,,,,D,Artem Zub (36809671),Artem Zub,36809671,D/UTIL,3200,OTT@SJS 11/27/2024 10:30PM ET,OTT,6.02
,,,,,,,,,,C,Frederick Gaudreau (36808689),Frederick Gaudreau,36808689,C/UTIL,3100,MIN@BUF 11/27/2024 07:00PM ET,MIN,7.03
,,,,,,,,,,RW,Reilly Smith (36809099),Reilly Smith,36809099,W/UTIL,3100,NYR@CAR 11/27/2024 07:00PM ET,NYR,6.16
,,,,,,,,,,D,Dmitry Orlov (36809677),Dmitry Orlov,36809677,D/UTIL,3100,NYR@CAR 11/27/2024 07:00PM ET,CAR,7.51
,,,,,,,,,,LW,Vladimir Tarasenko (36809101),Vladimir Tarasenko,36809101,W/UTIL,3100,CGY@DET 11/27/2024 07:30PM ET,DET,5.13
,,,,,,,,,,D,Ben Chiarot (36809679),Ben Chiarot,36809679,D/UTIL,3100,CGY@DET 11/27/2024 07:30PM ET,DET,6.33
,,,,,,,,,,LW,Max Domi (36809095),Max Domi,36809095,W/UTIL,3100,TOR@FLA 11/27/2024 07:30PM ET,TOR,4.15
,,,,,,,,,,LW,Evan Rodrigues (36809097),Evan Rodrigues,36809097,W/UTIL,3100,TOR@FLA 11/27/2024 07:30PM ET,FLA,6.17
,,,,,,,,,,LW,Maxim Tsyplakov (36809091),Maxim Tsyplakov,36809091,W/UTIL,3100,BOS@NYI 11/27/2024 07:30PM ET,NYI,5.33
,,,,,,,,,,D,Brandon Carlo (36809673),Brandon Carlo,36809673,D/UTIL,3100,BOS@NYI 11/27/2024 07:30PM ET,BOS,7.07
,,,,,,,,,,D,Erik Brannstrom (36809675),Erik Brannstrom,36809675,D/UTIL,3100,VAN@PIT 11/27/2024 07:30PM ET,VAN,6.31
,,,,,,,,,,LW,Tyler Bertuzzi (36809089),Tyler Bertuzzi,36809089,W/UTIL,3100,DAL@CHI 11/27/2024 08:30PM ET,CHI,5.75
,,,,,,,,,,C,Adam Lowry (36808683),Adam Lowry,36808683,C/UTIL,3100,WPG@LAK 11/27/2024 10:00PM ET,WPG,7.63
,,,,,,,,,,LW,Cole Perfetti (36809093),Cole Perfetti,36809093,W/UTIL,3100,WPG@LAK 11/27/2024 10:00PM ET,WPG,7.82
,,,,,,,,,,C,Chandler Stephenson (36808685),Chandler Stephenson,36808685,C/UTIL,3100,ANA@SEA 11/27/2024 10:00PM ET,SEA,5.28
,,,,,,,,,,C,Shane Pinto (36808687),Shane Pinto,36808687,C/UTIL,3100,OTT@SJS 11/27/2024 10:30PM ET,OTT,5.26
,,,,,,,,,,D,Timothy Liljegren (36809681),Timothy Liljegren,36809681,D/UTIL,3100,OTT@SJS 11/27/2024 10:30PM ET,SJS,5.78
,,,,,,,,,,C,Brett Howden (36808697),Brett Howden,36808697,C/UTIL,3000,VGK@COL 11/27/2024 10:00PM ET,VGK,6.88
,,,,,,,,,,RW,Dawson Mercer (36809105),Dawson Mercer,36809105,W/UTIL,3000,STL@NJD 11/27/2024 07:00PM ET,NJD,7.28
,,,,,,,,,,D,Nick Leddy (36809683),Nick Leddy,36809683,D/UTIL,3000,STL@NJD 11/27/2024 07:00PM ET,STL,3.12
,,,,,,,,,,LW,Jordan Martinook (36809111),Jordan Martinook,36809111,W/UTIL,3000,NYR@CAR 11/27/2024 07:00PM ET,CAR,7.9
,,,,,,,,,,RW,Jackson Blake (36809113),Jackson Blake,36809113,W/UTIL,3000,NYR@CAR 11/27/2024 07:00PM ET,CAR,6.28
,,,,,,,,,,D,K'Andre Miller (36809693),K'Andre Miller,36809693,D/UTIL,3000,NYR@CAR 11/27/2024 07:00PM ET,NYR,6.26
,,,,,,,,,,RW,Andrei Kuzmenko (36809107),Andrei Kuzmenko,36809107,W/UTIL,3000,CGY@DET 11/27/2024 07:30PM ET,CGY,4.70
,,,,,,,,,,LW,Anthony Mantha (36809109),Anthony Mantha,36809109,W/UTIL,3000,CGY@DET 11/27/2024 07:30PM ET,CGY,6.57
,,,,,,,,,,C,Nic Dowd (36808693),Nic Dowd,36808693,C/UTIL,3000,WSH@TBL 11/27/2024 07:30PM ET,WSH,5.90
,,,,,,,,,,D,Ryan McDonagh (36809689),Ryan McDonagh,36809689,D/UTIL,3000,WSH@TBL 11/27/2024 07:30PM ET,TBL,6.42
,,,,,,,,,,D,Jake McCabe (36809691),Jake McCabe,36809691,D/UTIL,3000,TOR@FLA 11/27/2024 07:30PM ET,TOR,6.07
,,,,,,,,,,LW,Michael Bunting (36809115),Michael Bunting,36809115,W/UTIL,3000,VAN@PIT 11/27/2024 07:30PM ET,PIT,5.59
,,,,,,,,,,LW,Drew O'Connor (36809117),Drew O'Connor,36809117,W/UTIL,3000,VAN@PIT 11/27/2024 07:30PM ET,PIT,6.02
,,,,,,,,,,C,Kirby Dach (36808691),Kirby Dach,36808691,C/UTIL,3000,MTL@CBJ 11/27/2024 07:30PM ET,MTL,5.87
,,,,,,,,,,RW,Brendan Gallagher (36809103),Brendan Gallagher,36809103,W/UTIL,3000,MTL@CBJ 11/27/2024 07:30PM ET,MTL,8.12
,,,,,,,,,,C,Ryan Poehling (36808695),Ryan Poehling,36808695,C/UTIL,3000,PHI@NSH 11/27/2024 08:00PM ET,PHI,6.01
,,,,,,,,,,D,Rasmus Ristolainen (36809685),Rasmus Ristolainen,36809685,D/UTIL,3000,PHI@NSH 11/27/2024 08:00PM ET,PHI,5.76
,,,,,,,,,,D,Dylan Samberg (36809687),Dylan Samberg,36809687,D/UTIL,3000,WPG@LAK 11/27/2024 10:00PM ET,WPG,6.36
,,,,,,,,,,D,Travis Hamonic (36809695),Travis Hamonic,36809695,D/UTIL,3000,OTT@SJS 11/27/2024 10:30PM ET,OTT,5.73
,,,,,,,,,,D,Marc-Edouard Vlasic (36809697),Marc-Edouard Vlasic,36809697,D/UTIL,3000,OTT@SJS 11/27/2024 10:30PM ET,SJS,0
,,,,,,,,,,C,Jiri Kulich (36808707),Jiri Kulich,36808707,C/UTIL,2900,MIN@BUF 11/27/2024 07:00PM ET,BUF,6.18
,,,,,,,,,,D,Samuel Girard (36809699),Samuel Girard,36809699,D/UTIL,2900,VGK@COL 11/27/2024 10:00PM ET,COL,8.11
,,,,,,,,,,LW,Dylan Holloway (36809121),Dylan Holloway,36809121,W/UTIL,2900,STL@NJD 11/27/2024 07:00PM ET,STL,6.77
,,,,,,,,,,D,Brett Pesce (36809707),Brett Pesce,36809707,D/UTIL,2900,STL@NJD 11/27/2024 07:00PM ET,NJD,7.02
,,,,,,,,,,C,Kaapo Kakko (36808703),Kaapo Kakko,36808703,C/UTIL,2900,NYR@CAR 11/27/2024 07:00PM ET,NYR,6.85
,,,,,,,,,,C,J.T. Compher (36808705),J.T. Compher,36808705,C/UTIL,2900,CGY@DET 11/27/2024 07:30PM ET,DET,4.98
,,,,,,,,,,LW,Max Pacioretty (36809127),Max Pacioretty,36809127,W/UTIL,2900,TOR@FLA 11/27/2024 07:30PM ET,TOR,6.58
,,,,,,,,,,D,Jani Hakanpaa (36809717),Jani Hakanpaa,36809717,D/UTIL,2900,TOR@FLA 11/27/2024 07:30PM ET,TOR,5.6
,,,,,,,,,,C,Charlie Coyle (36808701),Charlie Coyle,36808701,C/UTIL,2900,BOS@NYI 11/27/2024 07:30PM ET,BOS,5.16
,,,,,,,,,,RW,Justin Brazeau (36809123),Justin Brazeau,36809123,W/UTIL,2900,BOS@NYI 11/27/2024 07:30PM ET,BOS,6.04
,,,,,,,,,,D,Mason Lohrei (36809703),Mason Lohrei,36809703,D/UTIL,2900,BOS@NYI 11/27/2024 07:30PM ET,BOS,5.47
,,,,,,,,,,D,Tyler Myers (36809705),Tyler Myers,36809705,D/UTIL,2900,VAN@PIT 11/27/2024 07:30PM ET,VAN,6.05
,,,,,,,,,,RW,Mathieu Olivier (36809119),Mathieu Olivier,36809119,W/UTIL,2900,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,7.56
,,,,,,,,,,D,Dante Fabbro (36809701),Dante Fabbro,36809701,D/UTIL,2900,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,6.97
,,,,,,,,,,LW,Joel Farabee (36809125),Joel Farabee,36809125,W/UTIL,2900,PHI@NSH 11/27/2024 08:00PM ET,PHI,6.12
,,,,,,,,,,RW,Gustav Nyquist (36809129),Gustav Nyquist,36809129,W/UTIL,2900,PHI@NSH 11/27/2024 08:00PM ET,NSH,5.37
,,,,,,,,,,D,Egor Zamula (36809711),Egor Zamula,36809711,D/UTIL,2900,PHI@NSH 11/27/2024 08:00PM ET,PHI,5.98
,,,,,,,,,,D,Jamie Drysdale (36809713),Jamie Drysdale,36809713,D/UTIL,2900,PHI@NSH 11/27/2024 08:00PM ET,PHI,5.66
,,,,,,,,,,C,Jason Dickinson (36808699),Jason Dickinson,36808699,C/UTIL,2900,DAL@CHI 11/27/2024 08:30PM ET,CHI,5.23
,,,,,,,,,,RW,Evgenii Dadonov (36809135),Evgenii Dadonov,36809135,W/UTIL,2900,DAL@CHI 11/27/2024 08:30PM ET,DAL,6.70
,,,,,,,,,,D,Joel Edmundson (36809715),Joel Edmundson,36809715,D/UTIL,2900,WPG@LAK 11/27/2024 10:00PM ET,LAK,6.86
,,,,,,,,,,D,Brian Dumoulin (36809709),Brian Dumoulin,36809709,D/UTIL,2900,ANA@SEA 11/27/2024 10:00PM ET,ANA,6.46
,,,,,,,,,,RW,Adam Gaudette (36809131),Adam Gaudette,36809131,W/UTIL,2900,OTT@SJS 11/27/2024 10:30PM ET,OTT,6.72
,,,,,,,,,,LW,Luke Kunin (36809133),Luke Kunin,36809133,W/UTIL,2900,OTT@SJS 11/27/2024 10:30PM ET,SJS,6.93
,,,,,,,,,,RW,Jack Quinn (36809153),Jack Quinn,36809153,W/UTIL,2800,MIN@BUF 11/27/2024 07:00PM ET,BUF,4.26
,,,,,,,,,,LW,Marcus Johansson (36809155),Marcus Johansson,36809155,W/UTIL,2800,MIN@BUF 11/27/2024 07:00PM ET,MIN,6.28
,,,,,,,,,,D,Declan Chisholm (36809735),Declan Chisholm,36809735,D/UTIL,2800,MIN@BUF 11/27/2024 07:00PM ET,MIN,3.66
,,,,,,,,,,LW,Brandon Saad (36809139),Brandon Saad,36809139,W/UTIL,2800,STL@NJD 11/27/2024 07:00PM ET,STL,5.23
,,,,,,,,,,D,Ryan Suter (36809719),Ryan Suter,36809719,D/UTIL,2800,STL@NJD 11/27/2024 07:00PM ET,STL,5.15
,,,,,,,,,,D,Brenden Dillon (36809723),Brenden Dillon,36809723,D/UTIL,2800,STL@NJD 11/27/2024 07:00PM ET,NJD,5.58
,,,,,,,,,,C,Jack Drury (36808711),Jack Drury,36808711,C/UTIL,2800,NYR@CAR 11/27/2024 07:00PM ET,CAR,5.00
,,,,,,,,,,C,Marco Kasper (36808717),Marco Kasper,36808717,C/UTIL,2800,CGY@DET 11/27/2024 07:30PM ET,DET,4.99
,,,,,,,,,,RW,Andrew Mangiapane (36809143),Andrew Mangiapane,36809143,W/UTIL,2800,WSH@TBL 11/27/2024 07:30PM ET,WSH,5.67
,,,,,,,,,,D,Martin Fehervary (36809721),Martin Fehervary,36809721,D/UTIL,2800,WSH@TBL 11/27/2024 07:30PM ET,WSH,6.04
,,,,,,,,,,D,Niko Mikkola (36809729),Niko Mikkola,36809729,D/UTIL,2800,TOR@FLA 11/27/2024 07:30PM ET,FLA,6.80
,,,,,,,,,,LW,Morgan Geekie (36809141),Morgan Geekie,36809141,W/UTIL,2800,BOS@NYI 11/27/2024 07:30PM ET,BOS,4.25
,,,,,,,,,,C,Jake Evans (36808709),Jake Evans,36808709,C/UTIL,2800,MTL@CBJ 11/27/2024 07:30PM ET,MTL,5.71
,,,,,,,,,,C,Tommy Novak (36808715),Tommy Novak,36808715,C/UTIL,2800,PHI@NSH 11/27/2024 08:00PM ET,NSH,4.95
,,,,,,,,,,RW,Craig Smith (36809137),Craig Smith,36809137,W/UTIL,2800,DAL@CHI 11/27/2024 08:30PM ET,CHI,6.83
,,,,,,,,,,C,Yanni Gourde (36808713),Yanni Gourde,36808713,C/UTIL,2800,ANA@SEA 11/27/2024 10:00PM ET,SEA,4.80
,,,,,,,,,,RW,Alex Killorn (36809145),Alex Killorn,36809145,W/UTIL,2800,ANA@SEA 11/27/2024 10:00PM ET,ANA,5.16
,,,,,,,,,,RW,Brett Leason (36809147),Brett Leason,36809147,W/UTIL,2800,ANA@SEA 11/27/2024 10:00PM ET,ANA,5.91
,,,,,,,,,,LW,Robby Fabbri (36809149),Robby Fabbri,36809149,W/UTIL,2800,ANA@SEA 11/27/2024 10:00PM ET,ANA,3.94
,,,,,,,,,,RW,Andre Burakovsky (36809151),Andre Burakovsky,36809151,W/UTIL,2800,ANA@SEA 11/27/2024 10:00PM ET,SEA,4.84
,,,,,,,,,,D,Drew Helleson (36809725),Drew Helleson,36809725,D/UTIL,2800,ANA@SEA 11/27/2024 10:00PM ET,ANA,7.28
,,,,,,,,,,D,Cam Fowler (36809727),Cam Fowler,36809727,D/UTIL,2800,ANA@SEA 11/27/2024 10:00PM ET,ANA,5
,,,,,,,,,,D,Nick Jensen (36809731),Nick Jensen,36809731,D/UTIL,2800,OTT@SJS 11/27/2024 10:30PM ET,OTT,6.16
,,,,,,,,,,D,Mario Ferraro (36809733),Mario Ferraro,36809733,D/UTIL,2800,OTT@SJS 11/27/2024 10:30PM ET,SJS,5.23
,,,,,,,,,,LW,Miles Wood (36809157),Miles Wood,36809157,W/UTIL,2700,VGK@COL 11/27/2024 10:00PM ET,COL,5.26
,,,,,,,,,,RW,Keegan Kolesar (36809171),Keegan Kolesar,36809171,W/UTIL,2700,VGK@COL 11/27/2024 10:00PM ET,VGK,5.97
,,,,,,,,,,D,Zach Whitecloud (36809745),Zach Whitecloud,36809745,D/UTIL,2700,VGK@COL 11/27/2024 10:00PM ET,VGK,5.90
,,,,,,,,,,LW,Ondrej Palat (36809163),Ondrej Palat,36809163,W/UTIL,2700,STL@NJD 11/27/2024 07:00PM ET,NJD,4.88
,,,,,,,,,,D,Jonas Siegenthaler (36809737),Jonas Siegenthaler,36809737,D/UTIL,2700,STL@NJD 11/27/2024 07:00PM ET,NJD,6.35
,,,,,,,,,,D,Luke Hughes (36809739),Luke Hughes,36809739,D/UTIL,2700,STL@NJD 11/27/2024 07:00PM ET,NJD,4.19
,,,,,,,,,,C,Jordan Staal (36808723),Jordan Staal,36808723,C/UTIL,2700,NYR@CAR 11/27/2024 07:00PM ET,CAR,5.1
,,,,,,,,,,D,Kevin Bahl (36809741),Kevin Bahl,36809741,D/UTIL,2700,CGY@DET 11/27/2024 07:30PM ET,CGY,5.88
,,,,,,,,,,D,Jeff Petry (36809755),Jeff Petry,36809755,D/UTIL,2700,CGY@DET 11/27/2024 07:30PM ET,DET,4.05
,,,,,,,,,,C,Conor Geekie (36808725),Conor Geekie,36808725,C/UTIL,2700,WSH@TBL 11/27/2024 07:30PM ET,TBL,4.50
,,,,,,,,,,D,Darren Raddysh (36809749),Darren Raddysh,36809749,D/UTIL,2700,WSH@TBL 11/27/2024 07:30PM ET,TBL,5.37
,,,,,,,,,,C,Noel Acciari (36808727),Noel Acciari,36808727,C/UTIL,2700,VAN@PIT 11/27/2024 07:30PM ET,PIT,5.52
,,,,,,,,,,C,Blake Lizotte (36808729),Blake Lizotte,36808729,C/UTIL,2700,VAN@PIT 11/27/2024 07:30PM ET,PIT,4.89
,,,,,,,,,,D,Matt Grzelcyk (36809751),Matt Grzelcyk,36809751,D/UTIL,2700,VAN@PIT 11/27/2024 07:30PM ET,PIT,6.19
,,,,,,,,,,RW,Joel Armia (36809161),Joel Armia,36809161,W/UTIL,2700,MTL@CBJ 11/27/2024 07:30PM ET,MTL,5.43
,,,,,,,,,,RW,Bobby Brink (36809167),Bobby Brink,36809167,W/UTIL,2700,PHI@NSH 11/27/2024 08:00PM ET,PHI,6.40
,,,,,,,,,,LW,Scott Laughton (36809169),Scott Laughton,36809169,W/UTIL,2700,PHI@NSH 11/27/2024 08:00PM ET,PHI,5.87
,,,,,,,,,,RW,Luke Evangelista (36809179),Luke Evangelista,36809179,W/UTIL,2700,PHI@NSH 11/27/2024 08:00PM ET,NSH,5.62
,,,,,,,,,,D,Helge Grans (36809743),Helge Grans,36809743,D/UTIL,2700,PHI@NSH 11/27/2024 08:00PM ET,PHI,4.1
,,,,,,,,,,D,Alexandre Carrier (36809753),Alexandre Carrier,36809753,D/UTIL,2700,PHI@NSH 11/27/2024 08:00PM ET,NSH,5.55
,,,,,,,,,,C,Lukas Reichel (36808719),Lukas Reichel,36808719,C/UTIL,2700,DAL@CHI 11/27/2024 08:30PM ET,CHI,6.68
,,,,,,,,,,RW,Philipp Kurashev (36809159),Philipp Kurashev,36809159,W/UTIL,2700,DAL@CHI 11/27/2024 08:30PM ET,CHI,4.26
,,,,,,,,,,RW,Mason Appleton (36809173),Mason Appleton,36809173,W/UTIL,2700,WPG@LAK 11/27/2024 10:00PM ET,WPG,6.84
,,,,,,,,,,LW,Alex Turcotte (36809175),Alex Turcotte,36809175,W/UTIL,2700,WPG@LAK 11/27/2024 10:00PM ET,LAK,4.03
,,,,,,,,,,D,Jordan Spence (36809747),Jordan Spence,36809747,D/UTIL,2700,WPG@LAK 11/27/2024 10:00PM ET,LAK,5.7
,,,,,,,,,,C,Isac Lundestrom (36808721),Isac Lundestrom,36808721,C/UTIL,2700,ANA@SEA 11/27/2024 10:00PM ET,ANA,4.71
,,,,,,,,,,RW,Brock McGinn (36809165),Brock McGinn,36809165,W/UTIL,2700,ANA@SEA 11/27/2024 10:00PM ET,ANA,5.84
,,,,,,,,,,LW,Eeli Tolvanen (36809177),Eeli Tolvanen,36809177,W/UTIL,2700,ANA@SEA 11/27/2024 10:00PM ET,SEA,5.04
,,,,,,,,,,D,Cody Ceci (36809757),Cody Ceci,36809757,D/UTIL,2700,OTT@SJS 11/27/2024 10:30PM ET,SJS,5.92
,,,,,,,,,,LW,Zach Benson (36809201),Zach Benson,36809201,W/UTIL,2600,MIN@BUF 11/27/2024 07:00PM ET,BUF,4.55
,,,,,,,,,,RW,Cal Burke (36809191),Cal Burke,36809191,W/UTIL,2600,VGK@COL 11/27/2024 10:00PM ET,VGK,5.82
,,,,,,,,,,RW,Alexander Holtz (36809193),Alexander Holtz,36809193,W/UTIL,2600,VGK@COL 11/27/2024 10:00PM ET,VGK,4.53
,,,,,,,,,,D,Kaedan Korczak (36809767),Kaedan Korczak,36809767,D/UTIL,2600,VGK@COL 11/27/2024 10:00PM ET,VGK,5.57
,,,,,,,,,,D,Josh Manson (36809785),Josh Manson,36809785,D/UTIL,2600,VGK@COL 11/27/2024 10:00PM ET,COL,5.87
,,,,,,,,,,D,Scott Perunovich (36809759),Scott Perunovich,36809759,D/UTIL,2600,STL@NJD 11/27/2024 07:00PM ET,STL,4.99
,,,,,,,,,,D,Johnathan Kovacevic (36809787),Johnathan Kovacevic,36809787,D/UTIL,2600,STL@NJD 11/27/2024 07:00PM ET,NJD,5.27
,,,,,,,,,,LW,Eric Robinson (36809195),Eric Robinson,36809195,W/UTIL,2600,NYR@CAR 11/27/2024 07:00PM ET,CAR,5.91
,,,,,,,,,,D,Ryan Lindgren (36809779),Ryan Lindgren,36809779,D/UTIL,2600,NYR@CAR 11/27/2024 07:00PM ET,NYR,5.63
,,,,,,,,,,D,Jalen Chatfield (36809789),Jalen Chatfield,36809789,D/UTIL,2600,NYR@CAR 11/27/2024 07:00PM ET,CAR,5.79
,,,,,,,,,,C,Andrew Copp (36808743),Andrew Copp,36808743,C/UTIL,2600,CGY@DET 11/27/2024 07:30PM ET,DET,5.41
,,,,,,,,,,LW,Martin Pospisil (36809189),Martin Pospisil,36809189,W/UTIL,2600,CGY@DET 11/27/2024 07:30PM ET,CGY,4.56
,,,,,,,,,,D,Daniil Miromanov (36809765),Daniil Miromanov,36809765,D/UTIL,2600,CGY@DET 11/27/2024 07:30PM ET,CGY,5.24
,,,,,,,,,,RW,Jakub Vrana (36809187),Jakub Vrana,36809187,W/UTIL,2600,WSH@TBL 11/27/2024 07:30PM ET,WSH,5.08
,,,,,,,,,,LW,Gage Goncalves (36809199),Gage Goncalves,36809199,W/UTIL,2600,WSH@TBL 11/27/2024 07:30PM ET,TBL,2.1
,,,,,,,,,,D,Erik Cernak (36809775),Erik Cernak,36809775,D/UTIL,2600,WSH@TBL 11/27/2024 07:30PM ET,TBL,5.00
,,,,,,,,,,C,Pontus Holmberg (36808739),Pontus Holmberg,36808739,C/UTIL,2600,TOR@FLA 11/27/2024 07:30PM ET,TOR,3.66
,,,,,,,,,,C,Mark Kastelic (36808731),Mark Kastelic,36808731,C/UTIL,2600,BOS@NYI 11/27/2024 07:30PM ET,BOS,4.38
,,,,,,,,,,RW,Cole Koepke (36809183),Cole Koepke,36809183,W/UTIL,2600,BOS@NYI 11/27/2024 07:30PM ET,BOS,5.17
,,,,,,,,,,RW,Oliver Wahlstrom (36809197),Oliver Wahlstrom,36809197,W/UTIL,2600,BOS@NYI 11/27/2024 07:30PM ET,NYI,2.99
,,,,,,,,,,D,Nikita Zadorov (36809761),Nikita Zadorov,36809761,D/UTIL,2600,BOS@NYI 11/27/2024 07:30PM ET,BOS,4.48
,,,,,,,,,,D,Scott Mayfield (36809769),Scott Mayfield,36809769,D/UTIL,2600,BOS@NYI 11/27/2024 07:30PM ET,NYI,5.56
,,,,,,,,,,D,Adam Pelech (36809771),Adam Pelech,36809771,D/UTIL,2600,BOS@NYI 11/27/2024 07:30PM ET,NYI,6.46
,,,,,,,,,,C,Teddy Blueger (36808733),Teddy Blueger,36808733,C/UTIL,2600,VAN@PIT 11/27/2024 07:30PM ET,VAN,5.50
,,,,,,,,,,D,Carson Soucy (36809763),Carson Soucy,36809763,D/UTIL,2600,VAN@PIT 11/27/2024 07:30PM ET,VAN,5.03
,,,,,,,,,,LW,Alex Newhook (36809185),Alex Newhook,36809185,W/UTIL,2600,MTL@CBJ 11/27/2024 07:30PM ET,MTL,4.17
,,,,,,,,,,C,Colton Sissons (36808741),Colton Sissons,36808741,C/UTIL,2600,PHI@NSH 11/27/2024 08:00PM ET,NSH,3.74
,,,,,,,,,,D,Jeremy Lauzon (36809777),Jeremy Lauzon,36809777,D/UTIL,2600,PHI@NSH 11/27/2024 08:00PM ET,NSH,4.04
,,,,,,,,,,LW,Ilya Mikheyev (36809181),Ilya Mikheyev,36809181,W/UTIL,2600,DAL@CHI 11/27/2024 08:30PM ET,CHI,3.63
,,,,,,,,,,D,Ilya Lyubushkin (36809783),Ilya Lyubushkin,36809783,D/UTIL,2600,DAL@CHI 11/27/2024 08:30PM ET,DAL,5.63
,,,,,,,,,,C,David Gustafsson (36808735),David Gustafsson,36808735,C/UTIL,2600,WPG@LAK 11/27/2024 10:00PM ET,WPG,3
,,,,,,,,,,C,Samuel Helenius (36808737),Samuel Helenius,36808737,C/UTIL,2600,WPG@LAK 11/27/2024 10:00PM ET,LAK,4.03
,,,,,,,,,,D,Dylan DeMelo (36809773),Dylan DeMelo,36809773,D/UTIL,2600,WPG@LAK 11/27/2024 10:00PM ET,WPG,4.19
,,,,,,,,,,C,Nico Sturm (36808745),Nico Sturm,36808745,C/UTIL,2600,OTT@SJS 11/27/2024 10:30PM ET,SJS,4.53
,,,,,,,,,,RW,Ridly Greig (36809203),Ridly Greig,36809203,W/UTIL,2600,OTT@SJS 11/27/2024 10:30PM ET,OTT,4.74
,,,,,,,,,,RW,David Perron (36809205),David Perron,36809205,W/UTIL,2600,OTT@SJS 11/27/2024 10:30PM ET,OTT,4.31
,,,,,,,,,,D,Jacob Bernard-Docker (36809781),Jacob Bernard-Docker,36809781,D/UTIL,2600,OTT@SJS 11/27/2024 10:30PM ET,OTT,4.34
,,,,,,,,,,C,Peyton Krebs (36808847),Peyton Krebs,36808847,C/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,BUF,3.79
,,,,,,,,,,C,Ben Jones (36808857),Ben Jones,36808857,C/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,1.87
,,,,,,,,,,C,Marat Khusnutdinov (36808859),Marat Khusnutdinov,36808859,C/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,2.21
,,,,,,,,,,RW,Isak Rosen (36809443),Isak Rosen,36809443,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,BUF,0
,,,,,,,,,,RW,Sam Lafferty (36809445),Sam Lafferty,36809445,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,BUF,1.72
,,,,,,,,,,LW,Beck Malenstyn (36809447),Beck Malenstyn,36809447,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,BUF,3.75
,,,,,,,,,,RW,Nicolas Aube-Kubel (36809449),Nicolas Aube-Kubel,36809449,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,BUF,0.86
,,,,,,,,,,LW,Marcus Foligno (36809481),Marcus Foligno,36809481,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,4.00
,,,,,,,,,,RW,Yakov Trenin (36809483),Yakov Trenin,36809483,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,2.04
,,,,,,,,,,RW,Devin Shore (36809485),Devin Shore,36809485,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,1.8
,,,,,,,,,,LW,Jakub Lauko (36809487),Jakub Lauko,36809487,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,3.60
,,,,,,,,,,LW,Travis Boyd (36809489),Travis Boyd,36809489,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,0
