C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,LW,Matt Nieto (36809403),Matt Nieto,36809403,W/UTIL,2500,VAN@PIT 11/27/2024 07:30PM ET,PIT,2.88
,,,,,,,,,,RW,Cody Glass (36809405),Cody Glass,36809405,W/UTIL,2500,VAN@PIT 11/27/2024 07:30PM ET,PIT,3.82
,,,,,,,,,,LW,Philip Tomasino (36809407),Philip Tomasino,36809407,W/UTIL,2500,VAN@PIT 11/27/2024 07:30PM ET,PIT,3.13
,,,,,,,,,,LW,Rutger McGroarty (36809409),Rutger McGroarty,36809409,W/UTIL,2500,VAN@PIT 11/27/2024 07:30PM ET,PIT,1
,,,,,,,,,,LW,Sam Poulin (36809411),Sam Poulin,36809411,W/UTIL,2500,VAN@PIT 11/27/2024 07:30PM ET,PIT,1.33
,,,,,,,,,,D,Noah Juulsen (36809847),Noah Juulsen,36809847,D/UTIL,2500,VAN@PIT 11/27/2024 07:30PM ET,VAN,2.5
,,,,,,,,,,D,Vincent Desharnais (36809849),Vincent Desharnais,36809849,D/UTIL,2500,VAN@PIT 11/27/2024 07:30PM ET,VAN,2.71
,,,,,,,,,,D,Derek Forbort (36809851),Derek Forbort,36809851,D/UTIL,2500,VAN@PIT 11/27/2024 07:30PM ET,VAN,4.75
,,,,,,,,,,D,Ryan Graves (36809945),Ryan Graves,36809945,D/UTIL,2500,VAN@PIT 11/27/2024 07:30PM ET,PIT,3.77
,,,,,,,,,,D,Ryan Shea (36809947),Ryan Shea,36809947,D/UTIL,2500,VAN@PIT 11/27/2024 07:30PM ET,PIT,2.4
,,,,,,,,,,D,Owen Pickering (36809949),Owen Pickering,36809949,D/UTIL,2500,VAN@PIT 11/27/2024 07:30PM ET,PIT,2.65
,,,,,,,,,,D,Jack St. Ivany (36809951),Jack St. Ivany,36809951,D/UTIL,2500,VAN@PIT 11/27/2024 07:30PM ET,PIT,3.45
,,,,,,,,,,C,Sean Kuraly (36808757),Sean Kuraly,36808757,C/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,3.68
,,,,,,,,,,C,Jordan Dumais (36808759),Jordan Dumais,36808759,C/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,0
,,,,,,,,,,C,Cayden Lindstrom (36808761),Cayden Lindstrom,36808761,C/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,0
,,,,,,,,,,C,Christian Dvorak (36808771),Christian Dvorak,36808771,C/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,5.49
,,,,,,,,,,C,Michael Pezzetta (36808773),Michael Pezzetta,36808773,C/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,1.37
,,,,,,,,,,C,Alex Barre-Boulet (36808775),Alex Barre-Boulet,36808775,C/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,0
,,,,,,,,,,LW,Zach Aston-Reese (36809225),Zach Aston-Reese,36809225,W/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,5.93
,,,,,,,,,,LW,James van Riemsdyk (36809227),James van Riemsdyk,36809227,W/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,4.31
,,,,,,,,,,RW,Kevin Labanc (36809229),Kevin Labanc,36809229,W/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,5.96
,,,,,,,,,,LW,Mikael Pyyhtia (36809231),Mikael Pyyhtia,36809231,W/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,3.02
,,,,,,,,,,LW,Josh Anderson (36809255),Josh Anderson,36809255,W/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,5.74
,,,,,,,,,,LW,Emil Heineman (36809257),Emil Heineman,36809257,W/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,4.84
,,,,,,,,,,RW,Joshua Roy (36809259),Joshua Roy,36809259,W/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,0
,,,,,,,,,,LW,Rafael Harvey-Pinard (36809261),Rafael Harvey-Pinard,36809261,W/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,0
,,,,,,,,,,RW,Jacob Perreault (36809263),Jacob Perreault,36809263,W/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,0
,,,,,,,,,,RW,Oliver Kapanen (36809265),Oliver Kapanen,36809265,W/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,3.11
,,,,,,,,,,LW,Lucas Condotta (36809267),Lucas Condotta,36809267,W/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,2.84
,,,,,,,,,,D,Jordan Harris (36809811),Jordan Harris,36809811,D/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,3.68
,,,,,,,,,,D,Jake Christiansen (36809813),Jake Christiansen,36809813,D/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,5.09
,,,,,,,,,,D,Erik Gudbranson (36809815),Erik Gudbranson,36809815,D/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,1.8
,,,,,,,,,,D,Jack Johnson (36809817),Jack Johnson,36809817,D/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,2
,,,,,,,,,,D,David Jiricek (36809819),David Jiricek,36809819,D/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,CBJ,2.95
,,,,,,,,,,D,Arber Xhekaj (36809837),Arber Xhekaj,36809837,D/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,3.11
,,,,,,,,,,D,Jayden Struble (36809839),Jayden Struble,36809839,D/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,4.99
,,,,,,,,,,D,Justin Barron (36809841),Justin Barron,36809841,D/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,4.24
,,,,,,,,,,D,David Reinbacher (36809843),David Reinbacher,36809843,D/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,0
,,,,,,,,,,D,Logan Mailloux (36809845),Logan Mailloux,36809845,D/UTIL,2500,MTL@CBJ 11/27/2024 07:30PM ET,MTL,7.62
,,,,,,,,,,C,Noah Cates (36808795),Noah Cates,36808795,C/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,PHI,3.27
,,,,,,,,,,C,Jett Luchanko (36808797),Jett Luchanko,36808797,C/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,PHI,1.12
,,,,,,,,,,C,Fedor Svechkov (36808839),Fedor Svechkov,36808839,C/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,NSH,0.65
,,,,,,,,,,C,Michael McCarron (36808841),Michael McCarron,36808841,C/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,NSH,3.56
,,,,,,,,,,C,Austin Roest (36808843),Austin Roest,36808843,C/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,NSH,0
,,,,,,,,,,LW,Tyson Foerster (36809317),Tyson Foerster,36809317,W/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,PHI,4.87
,,,,,,,,,,RW,Garnet Hathaway (36809319),Garnet Hathaway,36809319,W/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,PHI,5.73
,,,,,,,,,,LW,Nicolas Deslauriers (36809321),Nicolas Deslauriers,36809321,W/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,PHI,1.76
,,,,,,,,,,RW,Anthony Richard (36809323),Anthony Richard,36809323,W/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,PHI,9.16
,,,,,,,,,,LW,Juuso Parssinen (36809413),Juuso Parssinen,36809413,W/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,NSH,4.65
,,,,,,,,,,LW,Mark Jankowski (36809415),Mark Jankowski,36809415,W/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,NSH,2.6
,,,,,,,,,,LW,Cole Smith (36809417),Cole Smith,36809417,W/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,NSH,3.32
,,,,,,,,,,RW,Zachary L'Heureux (36809419),Zachary L'Heureux,36809419,W/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,NSH,3.7
,,,,,,,,,,D,Erik Johnson (36809877),Erik Johnson,36809877,D/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,PHI,2.6
,,,,,,,,,,D,Ryan Ellis (36809879),Ryan Ellis,36809879,D/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,PHI,0
,,,,,,,,,,D,Marc Del Gaizo (36809953),Marc Del Gaizo,36809953,D/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,NSH,5.07
,,,,,,,,,,D,Luke Schenn (36809955),Luke Schenn,36809955,D/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,NSH,4
,,,,,,,,,,D,Spencer Stastney (36809957),Spencer Stastney,36809957,D/UTIL,2500,PHI@NSH 11/27/2024 08:00PM ET,NSH,0
,,,,,,,,,,C,Andreas Athanasiou (36808755),Andreas Athanasiou,36808755,C/UTIL,2500,DAL@CHI 11/27/2024 08:30PM ET,CHI,2.84
,,,,,,,,,,C,Mavrik Bourque (36808853),Mavrik Bourque,36808853,C/UTIL,2500,DAL@CHI 11/27/2024 08:30PM ET,DAL,3.25
,,,,,,,,,,C,Sam Steel (36808855),Sam Steel,36808855,C/UTIL,2500,DAL@CHI 11/27/2024 08:30PM ET,DAL,4.55
,,,,,,,,,,RW,Joey Anderson (36809221),Joey Anderson,36809221,W/UTIL,2500,DAL@CHI 11/27/2024 08:30PM ET,CHI,3.02
,,,,,,,,,,LW,Pat Maroon (36809223),Pat Maroon,36809223,W/UTIL,2500,DAL@CHI 11/27/2024 08:30PM ET,CHI,3.42
,,,,,,,,,,LW,Oskar Back (36809477),Oskar Back,36809477,W/UTIL,2500,DAL@CHI 11/27/2024 08:30PM ET,DAL,2.97
,,,,,,,,,,RW,Colin Blackwell (36809479),Colin Blackwell,36809479,W/UTIL,2500,DAL@CHI 11/27/2024 08:30PM ET,DAL,3.59
,,,,,,,,,,D,Nolan Allan (36809801),Nolan Allan,36809801,D/UTIL,2500,DAL@CHI 11/27/2024 08:30PM ET,CHI,2.8
,,,,,,,,,,D,Louis Crevier (36809803),Louis Crevier,36809803,D/UTIL,2500,DAL@CHI 11/27/2024 08:30PM ET,CHI,2.6
,,,,,,,,,,D,T.J. Brodie (36809805),T.J. Brodie,36809805,D/UTIL,2500,DAL@CHI 11/27/2024 08:30PM ET,CHI,3.42
,,,,,,,,,,D,Wyatt Kaiser (36809807),Wyatt Kaiser,36809807,D/UTIL,2500,DAL@CHI 11/27/2024 08:30PM ET,CHI,5.39
,,,,,,,,,,D,Isaak Phillips (36809809),Isaak Phillips,36809809,D/UTIL,2500,DAL@CHI 11/27/2024 08:30PM ET,CHI,6.07
,,,,,,,,,,D,Brendan Smith (36809991),Brendan Smith,36809991,D/UTIL,2500,DAL@CHI 11/27/2024 08:30PM ET,DAL,3.5
,,,,,,,,,,D,Matt Dumba (36809993),Matt Dumba,36809993,D/UTIL,2500,DAL@CHI 11/27/2024 08:30PM ET,DAL,3.28
,,,,,,,,,,D,Nils Lundkvist (36809995),Nils Lundkvist,36809995,D/UTIL,2500,DAL@CHI 11/27/2024 08:30PM ET,DAL,2.9
,,,,,,,,,,C,Rasmus Kupari (36808811),Rasmus Kupari,36808811,C/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,WPG,3.27
,,,,,,,,,,C,Trevor Lewis (36808813),Trevor Lewis,36808813,C/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,LAK,4.67
,,,,,,,,,,LW,Morgan Barron (36809351),Morgan Barron,36809351,W/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,WPG,3.86
,,,,,,,,,,RW,Alex Iafallo (36809353),Alex Iafallo,36809353,W/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,WPG,4.97
,,,,,,,,,,RW,Akil Thomas (36809355),Akil Thomas,36809355,W/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,LAK,4.79
,,,,,,,,,,LW,Tanner Jeannot (36809357),Tanner Jeannot,36809357,W/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,LAK,2.9
,,,,,,,,,,LW,Arthur Kaliyev (36809359),Arthur Kaliyev,36809359,W/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,LAK,0
,,,,,,,,,,LW,Andre Lee (36809361),Andre Lee,36809361,W/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,LAK,2.85
,,,,,,,,,,D,Haydn Fleury (36809899),Haydn Fleury,36809899,D/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,WPG,4.41
,,,,,,,,,,D,Colin Miller (36809901),Colin Miller,36809901,D/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,WPG,4.70
,,,,,,,,,,D,Ville Heinola (36809903),Ville Heinola,36809903,D/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,WPG,3
,,,,,,,,,,D,Logan Stanley (36809905),Logan Stanley,36809905,D/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,WPG,5.46
,,,,,,,,,,D,Dylan Coghlan (36809907),Dylan Coghlan,36809907,D/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,WPG,0
,,,,,,,,,,D,Jacob Moverare (36809909),Jacob Moverare,36809909,D/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,LAK,4.48
,,,,,,,,,,D,Andreas Englund (36809911),Andreas Englund,36809911,D/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,LAK,2.62
,,,,,,,,,,D,Kyle Burroughs (36809913),Kyle Burroughs,36809913,D/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,LAK,1.84
,,,,,,,,,,D,Caleb Jones (36809915),Caleb Jones,36809915,D/UTIL,2500,WPG@LAK 11/27/2024 10:00PM ET,LAK,2.84
,,,,,,,,,,C,Shane Wright (36808815),Shane Wright,36808815,C/UTIL,2500,ANA@SEA 11/27/2024 10:00PM ET,SEA,3.2
,,,,,,,,,,C,Ben Meyers (36808817),Ben Meyers,36808817,C/UTIL,2500,ANA@SEA 11/27/2024 10:00PM ET,SEA,1
,,,,,,,,,,RW,Ross Johnston (36809303),Ross Johnston,36809303,W/UTIL,2500,ANA@SEA 11/27/2024 10:00PM ET,ANA,3.17
,,,,,,,,,,LW,Jansen Harkins (36809305),Jansen Harkins,36809305,W/UTIL,2500,ANA@SEA 11/27/2024 10:00PM ET,ANA,2.1
,,,,,,,,,,RW,Sam Colangelo (36809307),Sam Colangelo,36809307,W/UTIL,2500,ANA@SEA 11/27/2024 10:00PM ET,ANA,4.4
,,,,,,,,,,RW,Tye Kartye (36809363),Tye Kartye,36809363,W/UTIL,2500,ANA@SEA 11/27/2024 10:00PM ET,SEA,3.08
,,,,,,,,,,RW,John Hayden (36809365),John Hayden,36809365,W/UTIL,2500,ANA@SEA 11/27/2024 10:00PM ET,SEA,1.3
,,,,,,,,,,D,Urho Vaakanainen (36809865),Urho Vaakanainen,36809865,D/UTIL,2500,ANA@SEA 11/27/2024 10:00PM ET,ANA,4.32
,,,,,,,,,,D,Tristan Luneau (36809867),Tristan Luneau,36809867,D/UTIL,2500,ANA@SEA 11/27/2024 10:00PM ET,ANA,3.95
,,,,,,,,,,D,Josh Mahura (36809917),Josh Mahura,36809917,D/UTIL,2500,ANA@SEA 11/27/2024 10:00PM ET,SEA,2.05
,,,,,,,,,,D,Will Borgen (36809919),Will Borgen,36809919,D/UTIL,2500,ANA@SEA 11/27/2024 10:00PM ET,SEA,3.48
,,,,,,,,,,D,Cale Fleury (36809921),Cale Fleury,36809921,D/UTIL,2500,ANA@SEA 11/27/2024 10:00PM ET,SEA,2.7
,,,,,,,,,,C,Zack Ostapchuk (36808849),Zack Ostapchuk,36808849,C/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,OTT,2.71
,,,,,,,,,,C,Ty Dellandrea (36808851),Ty Dellandrea,36808851,C/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,SJS,3.18
,,,,,,,,,,LW,Cole Reinhardt (36809451),Cole Reinhardt,36809451,W/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,OTT,7.37
,,,,,,,,,,RW,Michael Amadio (36809453),Michael Amadio,36809453,W/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,OTT,3.69
,,,,,,,,,,LW,Nick Cousins (36809455),Nick Cousins,36809455,W/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,OTT,3.44
,,,,,,,,,,LW,Noah Gregor (36809457),Noah Gregor,36809457,W/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,OTT,4.86
,,,,,,,,,,RW,Zack MacEwen (36809459),Zack MacEwen,36809459,W/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,OTT,3.45
,,,,,,,,,,RW,Will Smith (36809461),Will Smith,36809461,W/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,SJS,3.98
,,,,,,,,,,LW,Barclay Goodrow (36809463),Barclay Goodrow,36809463,W/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,SJS,4.19
,,,,,,,,,,RW,Carl Grundstrom (36809465),Carl Grundstrom,36809465,W/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,SJS,3.11
,,,,,,,,,,LW,Givani Smith (36809467),Givani Smith,36809467,W/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,SJS,1.15
,,,,,,,,,,LW,Klim Kostin (36809469),Klim Kostin,36809469,W/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,SJS,1.11
,,,,,,,,,,RW,Igor Chernyshov (36809471),Igor Chernyshov,36809471,W/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,SJS,0
,,,,,,,,,,LW,Danil Gushchin (36809473),Danil Gushchin,36809473,W/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,SJS,3.1
,,,,,,,,,,RW,Ethan Cardwell (36809475),Ethan Cardwell,36809475,W/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,SJS,1.93
,,,,,,,,,,D,Tyler Kleven (36809983),Tyler Kleven,36809983,D/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,OTT,3.38
,,,,,,,,,,D,Henry Thrun (36809985),Henry Thrun,36809985,D/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,SJS,5.51
,,,,,,,,,,D,Jan Rutta (36809987),Jan Rutta,36809987,D/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,SJS,4.84
,,,,,,,,,,D,Jack Thompson (36809989),Jack Thompson,36809989,D/UTIL,2500,OTT@SJS 11/27/2024 10:30PM ET,SJS,7.12
